dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
4/1/2016 1:55,Schoener_BMW_320d_Combi,privat,Angebot,13990,control,kombi,2007,manuell,0,3er,125000,5,diesel,bmw,nein,3/31/2016 0:00,0,94315,4/7/2016 4:16
3/15/2016 17:47,Volkswagen_Polo_1.6_United,privat,Angebot,7200,control,kleinwagen,2008,manuell,105,polo,80000,10,benzin,volkswagen,nein,3/15/2016 0:00,0,76534,3/25/2016 13:48
3/10/2016 2:36,Bastler_Fahrzeug_/_Ersatzteilspender,privat,Angebot,450,control,kombi,1999,,115,focus,150000,5,benzin,ford,,3/10/2016 0:00,0,9353,3/17/2016 7:47
3/22/2016 21:55,VW_GOLF_4_TÜV_NEU_4X_ELEKTR?K_FENSTER_KL?MAANLAGE_km125899,privat,Angebot,1670,control,limousine,1999,manuell,75,golf,150000,8,benzin,volkswagen,nein,3/22/2016 0:00,0,52388,3/22/2016 21:55
3/5/2016 15:53,Dacia_Sandero_1.6_MPI_Laureate,privat,Angebot,4100,control,kleinwagen,2009,manuell,87,sandero,70000,8,benzin,dacia,nein,3/5/2016 0:00,0,96126,4/5/2016 17:45
3/10/2016 17:37,TEILESPENDER,privat,Angebot,75,control,kleinwagen,1997,manuell,45,corsa,150000,6,benzin,opel,,3/10/2016 0:00,0,87772,3/12/2016 7:45
3/21/2016 12:37,Ich_SUCHE_ein_VW_Turan_Diesel,privat,Angebot,2999,control,,2005,manuell,0,touran,150000,0,diesel,volkswagen,,3/21/2016 0:00,0,29465,4/6/2016 6:45
4/1/2016 13:46,Opel_Insignia_2.0_CDTI_Sports_Tourer_Automatik,privat,Angebot,17499,test,kombi,2013,automatik,160,insignia,80000,3,diesel,opel,nein,4/1/2016 0:00,0,38707,4/7/2016 10:17
3/27/2016 8:54,VW_Polo_XXL__KW_V1_Gewindefahrwerk__neues_Faltdach__an_Bastler,privat,Angebot,300,test,,2000,manuell,60,polo,150000,1,benzin,volkswagen,,3/27/2016 0:00,0,35083,3/27/2016 9:52
3/28/2016 14:51,Mercedes_Benz_C_220_T_CDI_Automatik_Avantgarde_DPF,privat,Angebot,7290,test,kombi,2004,automatik,150,c_klasse,150000,6,diesel,mercedes_benz,nein,3/28/2016 0:00,0,53518,4/6/2016 19:16
3/15/2016 1:50,Volkswagen_Sharan_1.9_TDI,privat,Angebot,3800,test,bus,2004,manuell,131,sharan,150000,10,diesel,volkswagen,nein,3/14/2016 0:00,0,78054,3/17/2016 0:47
3/9/2016 12:38,BMW_323i_touring,privat,Angebot,3650,control,kombi,1998,manuell,179,3er,150000,11,benzin,bmw,nein,3/9/2016 0:00,0,33184,4/5/2016 19:44
3/23/2016 0:55,**TÜV**7**2017**Benzin*,privat,Angebot,950,test,,2017,manuell,55,arosa,150000,7,,seat,nein,3/22/2016 0:00,0,26789,3/23/2016 7:39
3/8/2016 21:44,Audi_A6_2.5_TDI_C4_AEL140PS_AVANT_QUATTRO_6_GANG_AHK,privat,Angebot,8500,control,kombi,1996,manuell,140,a6,150000,9,diesel,audi,nein,3/8/2016 0:00,0,22115,4/6/2016 1:45
3/11/2016 18:25,Mercedes_Benz_E_220_CDI_Automatik,privat,Angebot,5500,test,limousine,2003,automatik,150,e_klasse,150000,11,diesel,mercedes_benz,nein,3/11/2016 0:00,0,65549,3/12/2016 12:43
3/12/2016 18:58,Audi_A3_1.6_Attraction,privat,Angebot,7000,test,limousine,2006,manuell,102,a3,80000,12,benzin,audi,nein,3/12/2016 0:00,0,20537,3/15/2016 6:17
4/4/2016 11:56,Papa´s_Mercedes_Kombi_C_180_muss_weg:__,privat,Angebot,9200,control,kombi,2007,automatik,143,c_klasse,100000,9,benzin,mercedes_benz,,4/4/2016 0:00,0,22609,4/6/2016 13:15
4/3/2016 12:42,Volkswagen_Passat_Variant_1.9_TDI_Highline_Tuev_bis_1/2018,privat,Angebot,2790,control,kombi,2001,manuell,131,passat,150000,9,diesel,volkswagen,nein,4/3/2016 0:00,0,38259,4/3/2016 12:42
3/28/2016 19:51,Ford_Fiesta,privat,Angebot,800,control,kleinwagen,2001,manuell,60,fiesta,150000,2,benzin,ford,nein,3/28/2016 0:00,0,40599,3/28/2016 19:51
3/25/2016 14:41,Verkaufe_Golf_4,privat,Angebot,1150,control,limousine,1998,,0,golf,150000,0,benzin,volkswagen,,3/25/2016 0:00,0,12049,3/25/2016 14:41
4/4/2016 16:44,Opel_Corsa_B,privat,Angebot,299,test,kleinwagen,1997,manuell,60,corsa,150000,1,,opel,ja,4/4/2016 0:00,0,54579,4/6/2016 18:17
3/23/2016 21:53,Ford_Mondeo_1.8_Turnier_Trend_guter_Zustand_Klima,privat,Angebot,2300,test,kombi,2003,manuell,125,mondeo,150000,11,benzin,ford,nein,3/23/2016 0:00,0,10319,3/28/2016 5:45
3/19/2016 19:06,Ferrari_308,privat,Angebot,73999,test,cabrio,1984,manuell,215,,70000,2,benzin,sonstige_autos,nein,3/19/2016 0:00,0,64546,4/6/2016 4:45
3/8/2016 19:38,Opel_Meriva_A,privat,Angebot,2500,test,bus,2004,automatik,92,meriva,125000,8,benzin,opel,ja,3/8/2016 0:00,0,13583,3/11/2016 3:45
3/16/2016 21:50,Mercedes_Benz_CLK_Coupe_270_CDI,privat,Angebot,6999,control,coupe,2003,automatik,170,clk,150000,8,diesel,mercedes_benz,nein,3/16/2016 0:00,0,21031,4/1/2016 13:17
3/14/2016 21:57,4X4_Subaru_Forester_Automatik_aus_erster_1._Hand_austauschmotor,privat,Angebot,1750,test,suv,2001,automatik,125,forester,150000,11,benzin,subaru,nein,3/14/2016 0:00,0,17337,4/7/2016 11:45
3/21/2016 15:53,Volkswagen_Touran_2.0_TDI_Trendline_Grosse_Navi_7Sitzer,privat,Angebot,4690,control,bus,2005,manuell,140,touran,150000,1,diesel,volkswagen,nein,3/21/2016 0:00,0,45699,3/25/2016 12:51
3/22/2016 11:54,Alfa_Romeo_156_1.9_JTD__rote_Volleder_Ausstattung!_150PS,privat,Angebot,4100,control,kombi,2003,manuell,150,156,150000,7,diesel,alfa_romeo,nein,3/22/2016 0:00,0,59320,4/6/2016 0:46
4/2/2016 18:49,Ford_Focus_Einzelstueck_Wie_Neu,privat,Angebot,25500,control,coupe,2008,manuell,370,focus,70000,5,benzin,ford,nein,4/2/2016 0:00,0,85452,4/2/2016 18:49
4/1/2016 20:38,BMW_318i_E36_Touring_*Tuning_mit_TÜV*,privat,Angebot,1100,test,kombi,1996,manuell,116,3er,150000,5,,bmw,,4/1/2016 0:00,0,86830,4/5/2016 17:26
4/3/2016 21:57,Ford_Focus_1.6_TDCi_DPF_Durashift_CVT_Titanium,privat,Angebot,4100,test,limousine,2006,manuell,109,focus,150000,3,diesel,ford,nein,4/3/2016 0:00,0,91058,4/5/2016 23:15
4/2/2016 22:52,Smart_Unfall,privat,Angebot,350,test,kleinwagen,1999,automatik,55,fortwo,20000,0,benzin,smart,ja,4/2/2016 0:00,0,6571,4/2/2016 23:45
3/24/2016 13:45,Ford_Fiesta,privat,Angebot,899,control,kleinwagen,1996,manuell,75,fiesta,100000,3,benzin,ford,nein,3/24/2016 0:00,0,31785,4/7/2016 4:46
3/23/2016 20:53,Volkswagen_Passat_1.8_CL_LIMOSINE,privat,Angebot,690,test,limousine,1995,manuell,90,passat,150000,7,benzin,volkswagen,nein,3/23/2016 0:00,0,22175,3/28/2016 3:17
3/16/2016 21:40,Volkswagen_Golf_1.4_Comfortline,privat,Angebot,3999,control,limousine,2006,manuell,80,golf,100000,10,benzin,volkswagen,nein,3/16/2016 0:00,0,52457,3/20/2016 23:15
3/29/2016 12:54,Opel_Zafira_2.0_DTI_Njoy,privat,Angebot,3500,test,bus,2004,manuell,101,zafira,5000,2,diesel,opel,nein,3/29/2016 0:00,0,1109,4/5/2016 22:17
3/19/2016 3:53,Suzuki_Grand_Vitara_1.9_DDiS_Comfort+_DPF_AHK__58900_km,privat,Angebot,16000,test,suv,2011,manuell,129,grand,60000,3,diesel,suzuki,nein,3/19/2016 0:00,0,35083,3/25/2016 7:50
3/10/2016 7:36,Subaru_Legacy_Kombi_2.0D,privat,Angebot,3500,control,kombi,2008,manuell,150,legacy,150000,3,diesel,subaru,ja,3/10/2016 0:00,0,83670,3/10/2016 8:37
4/1/2016 17:49,Volkswagen_Passat_1.6,privat,Angebot,1100,test,limousine,1997,manuell,101,passat,150000,6,benzin,volkswagen,nein,4/1/2016 0:00,0,90431,4/5/2016 13:16
3/22/2016 20:53,VW_LUPO_Tuev_1/2018_Servo_und_e_Fensterheber_und__Neuteile,privat,Angebot,1360,control,kleinwagen,2001,manuell,50,lupo,150000,4,benzin,volkswagen,,3/22/2016 0:00,0,59755,4/6/2016 15:17
3/31/2016 10:52,Ford_Mondeo_Turnier_2.0_TDCi_Business_Edition,privat,Angebot,19980,control,kombi,2014,manuell,163,mondeo,30000,4,diesel,ford,nein,3/31/2016 0:00,0,6110,4/6/2016 4:15
3/28/2016 8:58,Fiat_Stilo_1.2_16V,privat,Angebot,1300,test,limousine,2002,manuell,80,stilo,150000,2,benzin,fiat,nein,3/28/2016 0:00,0,90429,3/30/2016 0:18
4/2/2016 17:55,Renault_Twingo,privat,Angebot,500,control,kleinwagen,2000,manuell,58,twingo,150000,9,benzin,renault,,4/2/2016 0:00,0,59590,4/6/2016 17:18
3/20/2016 13:40,Opel_Corsa_B_in_blau_an_Bastler,privat,Angebot,150,test,kleinwagen,1996,automatik,48,corsa,150000,10,benzin,opel,ja,3/20/2016 0:00,0,24214,3/21/2016 15:50
4/4/2016 21:51,Mercedes_Benz_SL_380,privat,Angebot,12000,test,cabrio,1982,automatik,163,sl,150000,2,benzin,mercedes_benz,nein,4/4/2016 0:00,0,26129,4/4/2016 21:51
3/11/2016 10:50,Van_klein_Bus,privat,Angebot,690,test,bus,2002,manuell,144,carnival,150000,12,diesel,kia,ja,3/11/2016 0:00,0,33729,3/12/2016 14:45
4/2/2016 13:37,Audi_A4_Avant_2.0_TDI_Ambition__XenonPlus_Navigation,privat,Angebot,16900,test,kombi,2010,manuell,143,a4,100000,8,diesel,audi,nein,4/2/2016 0:00,0,46282,4/2/2016 13:37
3/10/2016 19:44,Opel_Astra_1.6_Caravan,privat,Angebot,2700,control,kombi,2005,manuell,105,astra,150000,9,benzin,opel,nein,3/10/2016 0:00,0,17039,3/22/2016 13:47
3/13/2016 20:48,Verkaufe_BMW_316i,privat,Angebot,900,control,limousine,1999,manuell,105,3er,150000,7,benzin,bmw,,3/13/2016 0:00,0,72800,4/4/2016 17:18
4/3/2016 17:40,Volkswagen_Caddy,privat,Angebot,4480,test,suv,2005,manuell,75,caddy,150000,9,benzin,volkswagen,nein,4/3/2016 0:00,0,99869,4/5/2016 17:26
3/19/2016 17:53,Opel_Agila_1_2_Unfall_/_Seitenschaden_ohne_Motor_&_Getriebe,privat,Angebot,430,control,,2005,,0,agila,90000,0,benzin,opel,,3/19/2016 0:00,0,26169,3/23/2016 6:46
3/9/2016 0:58,Honda_Accord_2.2i_CTDi_Sport,privat,Angebot,4800,test,limousine,2004,manuell,140,accord,150000,5,diesel,honda,nein,3/8/2016 0:00,0,53721,4/5/2016 2:47
3/10/2016 7:56,Audi_a3!!!!!,privat,Angebot,1500,control,,2016,manuell,101,a3,150000,4,benzin,audi,,3/10/2016 0:00,0,45326,3/26/2016 16:18
3/8/2016 9:36,VW_Golf_V_2.0_TDI_Sportline_MK_5_DSG,privat,Angebot,3500,control,kleinwagen,2004,automatik,0,golf,150000,0,diesel,volkswagen,,3/8/2016 0:00,0,94256,3/10/2016 22:45
3/9/2016 4:36,***Letzter_Preis!_Audi_A3_1.8T_Quattro!__Seltene_Farbe!***,privat,Angebot,2500,control,,2005,manuell,185,a3,150000,3,benzin,audi,nein,3/9/2016 0:00,0,78126,3/24/2016 16:47
4/4/2016 23:36,Renault_Twingo_1.2_LEV_16V_75_Dynamique_Eco_Drive,privat,Angebot,5850,control,kleinwagen,2012,manuell,75,twingo,40000,6,benzin,renault,nein,4/4/2016 0:00,0,58642,4/7/2016 10:15
3/5/2016 14:45,Mercedes_Benz_A_180__BlueEFFICIENCY_,privat,Angebot,17200,control,limousine,2012,manuell,122,a_klasse,30000,12,benzin,mercedes_benz,nein,3/5/2016 0:00,0,74172,3/19/2016 19:47
3/28/2016 22:50,MINI__MK_1_Cooper,privat,Angebot,24850,control,limousine,1965,manuell,68,cooper,10000,2,benzin,mini,nein,3/28/2016 0:00,0,73434,4/7/2016 6:16
3/29/2016 19:56,Fiat_Punto_188,privat,Angebot,0,control,,2016,manuell,60,punto,125000,8,,fiat,nein,3/29/2016 0:00,0,47805,3/31/2016 13:44
3/18/2016 16:06,Volkswagen_Sharan_1.9_TDI_Cruise,privat,Angebot,3700,test,bus,2001,manuell,116,sharan,150000,11,diesel,volkswagen,nein,3/18/2016 0:00,0,65428,3/22/2016 15:16
3/31/2016 23:50,Schoener_Familien_van_sportlich_opc_zafira_a_original_opel,privat,Angebot,3650,control,bus,2001,manuell,192,zafira,150000,0,,opel,nein,3/31/2016 0:00,0,54550,4/7/2016 0:17
3/18/2016 13:48,Peugeot_/Tuev:_05_2016/_449€,privat,Angebot,449,control,kleinwagen,1998,manuell,0,,150000,12,benzin,peugeot,nein,3/18/2016 0:00,0,24147,3/21/2016 7:16
3/28/2016 9:51,BMW_320d_Edition_Sport,privat,Angebot,3150,control,limousine,2004,automatik,150,3er,150000,9,diesel,bmw,nein,3/28/2016 0:00,0,41460,3/28/2016 9:51
4/4/2016 21:54,Volkswagen_Polo_1.4,privat,Angebot,2499,test,kleinwagen,2002,manuell,75,polo,125000,6,benzin,volkswagen,nein,4/4/2016 0:00,0,51688,4/7/2016 0:45
3/30/2016 13:38,Audi_A6_Avant_2.7_T_quattro_ABT_gechipt,privat,Angebot,4490,test,kombi,2003,manuell,290,a6,150000,4,benzin,audi,nein,3/30/2016 0:00,0,74589,4/7/2016 4:15
3/16/2016 13:52,Mercedes_Benz_E_200_CDI_Automatik_Classic_DPF_GRÜNE_Plakette,privat,Angebot,3600,control,limousine,2008,automatik,136,e_klasse,150000,11,diesel,mercedes_benz,nein,3/16/2016 0:00,0,47166,3/20/2016 12:18
4/3/2016 13:48,Skoda_Octavia_Combi_1.9_TDI_DPF_DSG,privat,Angebot,4690,control,kombi,2007,automatik,105,octavia,150000,5,diesel,skoda,nein,4/3/2016 0:00,0,47167,4/5/2016 12:46
3/23/2016 21:46,Honda_Civic_EG4_mit_Tuev,privat,Angebot,800,test,kleinwagen,1993,manuell,90,civic,150000,6,benzin,honda,,3/23/2016 0:00,0,52223,4/6/2016 3:16
3/31/2016 19:58,Volkswagen_Polo_1.2_Comfortline,privat,Angebot,2390,control,kleinwagen,2003,manuell,64,polo,125000,1,benzin,volkswagen,nein,3/31/2016 0:00,0,77839,3/31/2016 19:58
3/26/2016 17:42,Zu_Verkaufen,privat,Angebot,0,control,kombi,1988,,0,601,80000,0,,trabant,,3/26/2016 0:00,0,39646,4/6/2016 6:16
3/9/2016 15:42,Renault_Clio_1.4_16V_Chiemsee,privat,Angebot,1400,control,kleinwagen,2003,manuell,98,clio,150000,4,benzin,renault,nein,3/9/2016 0:00,0,85649,3/16/2016 17:21
3/11/2016 13:57,Fiat_Punto_Evo,privat,Angebot,6590,test,kleinwagen,2013,manuell,69,punto,20000,11,benzin,fiat,nein,3/11/2016 0:00,0,75428,3/12/2016 3:46
3/26/2016 18:48,Opel_combo_1.3_cdti_Business_1_Hand,privat,Angebot,4299,test,,2017,manuell,0,combo,125000,1,diesel,opel,,3/26/2016 0:00,0,13403,3/29/2016 21:46
3/17/2016 17:42,Mitsubishi_space_wagon_gdi_benziner_1999_gruen,privat,Angebot,1250,control,bus,1999,manuell,0,andere,150000,0,benzin,mitsubishi,ja,3/17/2016 0:00,0,48529,4/7/2016 3:17
3/25/2016 9:48,Skoda_Roomster_1.6_TDI_DPF_Fresh,privat,Angebot,9900,test,bus,2013,manuell,105,roomster,60000,6,diesel,skoda,nein,3/25/2016 0:00,0,76227,4/6/2016 8:46
3/8/2016 18:50,Mercedes_Benz_C_180_Classic,privat,Angebot,500,test,limousine,1995,manuell,122,c_klasse,150000,7,benzin,mercedes_benz,nein,3/8/2016 0:00,0,99869,3/12/2016 4:45
3/31/2016 13:25,BMW_X5_E53_Diesel,privat,Angebot,3500,control,suv,2002,automatik,184,x_reihe,150000,3,diesel,bmw,,3/31/2016 0:00,0,65929,4/1/2016 20:34
3/21/2016 20:50,Citroën_Xsara_Picasso_1.8i_SX,privat,Angebot,1350,control,bus,2002,manuell,116,andere,150000,5,benzin,citroen,nein,3/21/2016 0:00,0,1279,4/4/2016 21:47
3/8/2016 13:06,Ford_focus_tdci,privat,Angebot,450,test,,2005,,0,focus,150000,0,diesel,ford,,3/8/2016 0:00,0,56637,3/10/2016 10:11
3/9/2016 11:47,E240_Lpg_von_Prinz_140L,privat,Angebot,2999,test,kombi,2002,automatik,170,e_klasse,150000,3,,mercedes_benz,nein,3/9/2016 0:00,0,12059,3/15/2016 9:45
3/5/2016 17:48,Mercedes_Benz_SLK_230_Kompressor,privat,Angebot,3900,test,cabrio,2001,manuell,197,slk,150000,7,benzin,mercedes_benz,nein,3/5/2016 0:00,0,45879,3/7/2016 16:15
3/27/2016 17:52,Peugeot_206_sw_110_HDI__TÜV_NEU!!!_Nur_noch_1_Woche_hier!!!!!!!!!,privat,Angebot,2990,test,kombi,2005,manuell,110,2_reihe,150000,2,diesel,peugeot,,3/24/2016 0:00,0,91452,3/29/2016 8:00
3/14/2016 23:56,BMW_525i,privat,Angebot,2490,control,limousine,2001,manuell,192,5er,150000,5,benzin,bmw,nein,3/14/2016 0:00,0,27619,3/15/2016 7:39
3/15/2016 19:39,Ford_Fusion_1.4,privat,Angebot,3800,control,kleinwagen,2005,manuell,80,fusion,100000,10,benzin,ford,nein,3/15/2016 0:00,0,1477,4/6/2016 22:44
3/14/2016 20:39,Verkaufen_ein_gut_Passat_oder_taushen!,privat,Angebot,1200,control,limousine,1999,manuell,90,passat,5000,5,diesel,volkswagen,nein,3/14/2016 0:00,0,28755,3/28/2016 7:17
3/14/2016 15:45,Mercedes_A_170_CDI,privat,Angebot,600,control,kleinwagen,1999,manuell,90,a_klasse,150000,7,diesel,mercedes_benz,ja,3/14/2016 0:00,0,26532,3/23/2016 15:48
3/5/2016 18:58,Volvo_V70_2_4_Automatik_Leder_Xenon_AHK,privat,Angebot,8500,test,kombi,2006,automatik,140,v70,150000,4,benzin,volvo,nein,3/5/2016 0:00,0,23845,3/12/2016 15:48
4/1/2016 19:47,Polo_Comfortline_1_9_TDI_KW_74_101_PS,privat,Angebot,1700,control,limousine,2002,manuell,101,polo,150000,3,diesel,volkswagen,nein,4/1/2016 0:00,0,34117,4/1/2016 19:47
3/20/2016 10:48,Opel_Astra_Twin_Top_1.8_Cosmo,privat,Angebot,6950,control,cabrio,2007,manuell,140,astra,100000,3,benzin,opel,nein,3/20/2016 0:00,0,29389,4/6/2016 7:17
3/11/2016 11:38,320d_M_Paket,privat,Angebot,2200,control,limousine,2003,,0,3er,150000,11,diesel,bmw,nein,3/11/2016 0:00,0,99625,3/11/2016 11:38
3/22/2016 16:49,Nissan_Qashqai+2_1.6_360_Grad_Einparkhilfekamera_Navi,privat,Angebot,16500,test,suv,2013,manuell,117,qashqai,40000,6,benzin,nissan,nein,3/22/2016 0:00,0,73262,4/6/2016 7:16
3/13/2016 18:47,Renault_Megane_Scenic,privat,Angebot,350,test,andere,1996,manuell,0,,150000,12,benzin,renault,ja,3/13/2016 0:00,0,63065,4/5/2016 20:46
3/31/2016 11:52,Volkswagen_Touran,privat,Angebot,5750,control,bus,2005,automatik,140,touran,125000,3,diesel,volkswagen,nein,3/31/2016 0:00,0,51373,3/31/2016 12:40
3/12/2016 17:38,Lotus_Elise_111R_in_ardent_red_MK2_Linkslenker,privat,Angebot,29200,test,cabrio,2005,manuell,200,,30000,6,benzin,sonstige_autos,nein,3/12/2016 0:00,0,1139,4/7/2016 8:45
3/12/2016 18:48,ford_fiesta,privat,Angebot,1100,test,kleinwagen,2002,manuell,0,fiesta,150000,9,diesel,ford,,3/12/2016 0:00,0,49453,4/7/2016 12:45
4/1/2016 15:51,Tausche_auch_*TOP*_Opel_Meriva_//_*Über_1_Jahr_TÜV/AU*,privat,Angebot,0,test,bus,2003,manuell,100,meriva,150000,8,benzin,opel,nein,4/1/2016 0:00,0,26689,4/3/2016 12:22
3/29/2016 21:55,Volkswagen_Passat_Variant_Highline_1.9_TDI_116_PS_,privat,Angebot,1400,test,kombi,2000,automatik,116,passat,150000,7,diesel,volkswagen,nein,3/29/2016 0:00,0,7747,4/6/2016 8:45
4/3/2016 9:57,Volkswagen_Polo_TDI_Edition,privat,Angebot,1950,control,kleinwagen,2001,manuell,75,polo,150000,4,diesel,volkswagen,nein,4/3/2016 0:00,0,38116,4/7/2016 10:45
3/11/2016 16:44,Audi_A3_1.6_Attraction_Sportback,privat,Angebot,10450,test,limousine,2009,manuell,102,a3,50000,2,benzin,audi,nein,3/11/2016 0:00,0,14943,4/5/2016 14:18
4/4/2016 20:46,Skoda_Octavia_2.0_TDI_CR_DPF_DSG_RS,privat,Angebot,12800,control,limousine,2008,automatik,170,octavia,90000,8,diesel,skoda,nein,4/4/2016 0:00,0,38440,4/6/2016 23:15
3/26/2016 20:58,Auto_/_Fahrzeuge_Suzuki_Swift,privat,Angebot,750,control,,2016,manuell,0,swift,80000,0,,suzuki,,3/26/2016 0:00,0,7549,3/28/2016 10:46
3/9/2016 16:44,Golf_3_1.6,privat,Angebot,625,test,limousine,1997,,0,golf,150000,0,,volkswagen,nein,3/9/2016 0:00,0,38268,3/15/2016 2:15
3/22/2016 21:56,Opel_Vectra_B_Caravan,privat,Angebot,250,control,kombi,1997,manuell,0,vectra,150000,11,benzin,opel,nein,3/22/2016 0:00,0,66333,3/30/2016 5:15
3/25/2016 19:37,Peugeot_206_60_Premium,privat,Angebot,1599,test,kleinwagen,2003,manuell,60,2_reihe,100000,6,benzin,peugeot,nein,3/25/2016 0:00,0,85399,3/27/2016 8:17
4/3/2016 13:47,Mercedes_Benz_C220_CDI_BlueEfficiency_Limousine,privat,Angebot,16500,control,limousine,2011,automatik,170,c_klasse,80000,4,diesel,mercedes_benz,nein,4/3/2016 0:00,0,12247,4/5/2016 12:45
3/24/2016 23:57,BMW_116i,privat,Angebot,7400,test,limousine,2007,manuell,116,1er,150000,12,benzin,bmw,nein,3/24/2016 0:00,0,46562,4/6/2016 4:46
3/20/2016 1:00,Verkaufe_Ford_fiesta,privat,Angebot,300,control,kleinwagen,1998,manuell,60,fiesta,150000,0,benzin,ford,ja,3/20/2016 0:00,0,83308,4/6/2016 2:17
3/10/2016 19:55,Audi_A4_2.0_B6_TÜV_Neu_!!!,privat,Angebot,3390,control,limousine,2001,manuell,131,a4,150000,2,benzin,audi,nein,3/10/2016 0:00,0,38259,3/31/2016 11:17
3/9/2016 18:25,"Audi_TTS_Coupe__""TOP_ZUSTAND""___TÜV/AU_neu",privat,Angebot,23800,control,coupe,2008,manuell,272,tt,100000,7,benzin,audi,nein,3/9/2016 0:00,0,56249,3/11/2016 15:31
3/22/2016 16:48,VW_Golf_3_Cabrio,privat,Angebot,1100,test,,2016,manuell,75,golf,150000,6,lpg,volkswagen,nein,3/22/2016 0:00,0,18059,3/24/2016 0:45
4/3/2016 23:53,aus_1._Hand___ausschliesslich_Audi_Checkheft_gepflegt__Gelegenheit,privat,Angebot,4750,control,limousine,2004,manuell,140,a3,150000,6,diesel,audi,nein,4/3/2016 0:00,0,12559,4/6/2016 8:16
3/19/2016 21:47,Opel_Astra_Twin_Top_1.9_CDTI_Cosmo,privat,Angebot,6150,control,cabrio,2007,manuell,150,astra,150000,10,diesel,opel,nein,3/19/2016 0:00,0,45307,4/7/2016 12:17
3/6/2016 0:49,Renault_Twingo_1.2,privat,Angebot,1200,control,kleinwagen,1998,manuell,58,twingo,150000,4,benzin,renault,nein,3/5/2016 0:00,0,46145,4/6/2016 0:45
3/20/2016 18:39,Opel_insignia,privat,Angebot,7999,test,,2018,manuell,170,insignia,70000,4,cng,opel,,3/20/2016 0:00,0,65428,3/22/2016 11:30
3/9/2016 14:58,Opel_Campo_Pick_Up_4x4_TDS_Sportscab,privat,Angebot,3980,test,suv,2001,manuell,109,andere,150000,3,diesel,opel,nein,3/9/2016 0:00,0,53489,3/9/2016 14:58
4/2/2016 20:39,Volkswagen_Scirocco_1.4_TSI_BlueMotion_Technology,privat,Angebot,13700,test,coupe,2011,manuell,122,scirocco,60000,2,benzin,volkswagen,nein,4/2/2016 0:00,0,65552,4/6/2016 12:17
4/2/2016 23:58,Volkswagen_Golf_1.6_TDI_DPF_Highline__1.Hand__Unfallfrei,privat,Angebot,12000,test,limousine,2010,manuell,105,golf,70000,3,diesel,volkswagen,nein,4/2/2016 0:00,0,15370,4/7/2016 8:15
3/27/2016 11:52,VW_Beetle_en_Vouge,privat,Angebot,2650,test,limousine,2001,manuell,102,beetle,150000,6,benzin,volkswagen,nein,3/27/2016 0:00,0,73547,4/1/2016 10:46
4/2/2016 18:45,Ford_Mondeo_2.0Tdci_mit_AtM_bei_139tkm,privat,Angebot,2222,control,kombi,2003,manuell,0,mondeo,150000,0,,ford,nein,4/2/2016 0:00,0,23554,4/6/2016 18:18
4/2/2016 15:57,Citroën_Berlingo_Multispace_1.6_16V_Plus,privat,Angebot,5250,control,bus,2007,manuell,109,berlingo,80000,3,benzin,citroen,nein,4/2/2016 0:00,0,36251,4/2/2016 15:57
3/20/2016 13:50,Ford_Fiesta_Style,privat,Angebot,850,test,kleinwagen,1998,manuell,75,fiesta,125000,9,benzin,ford,nein,3/20/2016 0:00,0,70199,4/6/2016 15:45
3/10/2016 18:25,Sondermodel,privat,Angebot,250,control,limousine,1997,manuell,60,fiesta,80000,5,benzin,ford,nein,3/10/2016 0:00,0,60435,3/12/2016 23:46
3/14/2016 22:41,Renault_Megane_1.6_Coupe_Cabriolet_Confort_Dynamique,privat,Angebot,3500,control,cabrio,2004,manuell,113,megane,150000,7,benzin,renault,nein,3/14/2016 0:00,0,90584,3/25/2016 13:48
4/4/2016 16:25,Opel_Corsa_1.0_12V_klimaautomatik_SH_ZV,privat,Angebot,2499,test,kleinwagen,2005,manuell,60,corsa,90000,11,benzin,opel,nein,4/4/2016 0:00,0,35457,4/5/2016 12:21
3/10/2016 15:51,Mitsubishi_Colt_1.6_Sport,privat,Angebot,2800,test,kleinwagen,2003,manuell,103,colt,150000,5,benzin,mitsubishi,ja,3/10/2016 0:00,0,4600,3/11/2016 16:15
3/26/2016 22:56,Ford_Focus_1.0_EcoBoost_Start_Stopp_System,privat,Angebot,11490,test,limousine,2012,manuell,101,focus,40000,11,benzin,ford,nein,3/26/2016 0:00,0,53797,4/7/2016 1:46
3/29/2016 21:41,BMW_320d_DPF__Navi__Klimaautomatik__Xenon__TÜV_NEU,privat,Angebot,9950,test,limousine,2008,manuell,177,3er,150000,6,diesel,bmw,nein,3/29/2016 0:00,0,35043,4/6/2016 7:46
3/26/2016 1:57,Mazda_323_1.6i_GLX,privat,Angebot,750,control,limousine,1990,manuell,84,3_reihe,150000,8,benzin,mazda,nein,3/26/2016 0:00,0,22119,4/5/2016 19:47
3/5/2016 15:48,Vw_passat_35i,privat,Angebot,450,control,kombi,1994,,116,,150000,2,,volkswagen,,3/5/2016 0:00,0,41812,3/20/2016 2:16
3/25/2016 21:53,Seat_Arosa_1.4,privat,Angebot,3400,test,kleinwagen,2001,manuell,60,arosa,40000,4,benzin,seat,nein,3/25/2016 0:00,0,41836,3/27/2016 12:17
